timestamp,system_id,subsystem,voltage_v,current_a,temperature_c,capacity_ah,state_of_charge,operating_state,hi_soh,hi_internal_resistance_ohm,hi_solar_health_factor,meta_is_sunlight,meta_orbit_fraction,meta_solar_power_w,meta_load_power_w,meta_operating_mode,meta_fault_active,meta_dataset,power_w,dv_dt,di_dt,dt_dt,est_r_int,voltage_v_rolling_mean,voltage_v_rolling_std,current_a_rolling_mean,current_a_rolling_std,temperature_c_rolling_mean,temperature_c_rolling_std,power_w_rolling_mean,power_w_rolling_std,dq_dv
0.0,ASTRA-SC-01,EPS,32.44846306525166,2.9193462934141996,19.926584071692073,40.0,0.9497970793266496,NOMINAL,1.0,0.045,1.0,False,0.0,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.72830037652999,0.015617045605400648,-0.00017748981264968932,-0.014958065576355395,3.7172660802458353,32.44846306525166,0.0,2.9193462934141996,0.0,19.926584071692073,0.0,94.72830037652999,0.0,-1.0394830324195667e-05
10.0,ASTRA-SC-01,EPS,32.604633521305665,2.9175713952877027,19.77700341592852,39.99999837663461,0.9495941513090947,NOMINAL,0.9999999594158652,0.0450000021915432,1.0,False,0.0017421602787456,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,95.12634611559997,0.015617045605400648,-0.00017748981264968932,-0.014958065576355395,3.7172660802458353,32.526548293278665,0.11042918849678118,2.918458844350951,0.0012550425011612519,19.851793743810298,0.10576949602474088,94.92732324606499,0.28146084131879273,-1.0394830324195667e-05
20.0,ASTRA-SC-01,EPS,32.60537601169986,2.937319414331878,19.660064541318164,39.99999675321054,0.9493912159462932,NOMINAL,0.9999999188302636,0.0450000043831657,1.0,False,0.0034843205574912,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,95.7724039707569,7.424903941952721e-05,0.0019748019044175447,-0.011693887461035501,3.7172660802458353,32.552824199419064,0.09038015582264661,2.92474570101126,0.01092525815904018,19.787884009646252,0.13359249794588118,95.20901682096229,0.5269382440222098,-0.0021864580089447166
30.0,ASTRA-SC-01,EPS,32.43068361911366,2.913286166046239,19.55539812088122,39.99999512972777,0.9491882732372008,NOMINAL,0.9999998782431944,0.0450000065748675,1.0,False,0.0052264808362369,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.47986194298619,-0.017469239258620206,-0.0024033248285639354,-0.010466642043694208,3.7172660802458353,32.52228905434271,0.09578776218121998,2.921880817270005,0.010602094728468514,19.729762537454995,0.15940637520813505,95.02672810146827,0.5639379259823064,9.293379882510139e-06
40.0,ASTRA-SC-01,EPS,32.37612378424525,2.8849563174059374,19.3879013069254,39.99999350618629,0.948985323180773,NOMINAL,0.9999998376546572,0.0450000087666485,1.0,False,0.0069686411149825,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,93.40370284447496,-0.005455983486840665,-0.0028329848640301415,-0.016749681395582174,3.7172660802458353,32.49305600032322,0.10561405576104584,2.914495917297191,0.018894100865504724,19.661390291349075,0.20598935538175095,94.7021230500696,0.8748495214827247,2.975708198073296e-05
50.0,ASTRA-SC-01,EPS,32.241023950294036,2.902721450106047,19.38563467883089,39.9999918825861,0.948782365775964,NOMINAL,0.9999997970646526,0.0450000109585087,1.0,False,0.0087108013937282,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,93.5867117939013,-0.013509983395121595,0.001776513270010982,-0.00022666280945102813,3.7172660802458353,32.45105065865169,0.13967875784488518,2.9125335060986672,0.017569746278340147,19.615431022596045,0.21591391323940065,94.51622117404156,0.9053432460980376,1.2017780804726683e-05
60.0,ASTRA-SC-01,EPS,32.18077940161359,2.8949915888708655,19.339287964937075,39.9999902589272,0.9485794010217272,NOMINAL,0.99999975647318,0.0450000131504482,1.0,False,0.0104529616724738,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,93.16308569098015,-0.006024454868044415,-0.0007729861235181712,-0.004634671389381495,3.7172660802458353,32.41244047907482,0.16338202041926958,2.9100275179232673,0.017355301516186927,19.57598201435905,0.2230304568845641,94.32291610503277,0.9719087451903642,2.695113398457566e-05
70.0,ASTRA-SC-01,EPS,32.2872660990937,2.9241219747791467,19.09115484320473,39.99998863520956,0.9483764289170156,NOMINAL,0.999999715880239,0.045000015342467,1.0,False,0.0121951219512195,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.41190430590166,0.010648669748010774,0.002913038590828121,-0.024813312173234438,3.7172660802458353,32.39679368157718,0.15760355090538145,2.9117893250302522,0.016822862607225233,19.51537861796476,0.2683629527450082,94.33403963014139,0.9003625215332667,-1.524807957437874e-05
80.0,ASTRA-SC-01,EPS,32.23246113504576,2.925078913598872,19.00152836231952,39.999987011433184,0.9481734494607804,NOMINAL,0.9999996752858296,0.0450000175345652,1.0,False,0.0139372822299651,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.28249239951752,-0.005480496404793911,9.569388197254725e-05,-0.008962648088521163,3.7172660802458353,32.378534509740355,0.15727236106906112,2.913265945982321,0.016347975499696594,19.458284145115286,0.30389858435816747,94.32831216007207,0.8423872753250603,2.962827191962194e-05
90.0,ASTRA-SC-01,EPS,32.37820898739842,2.9112274241566425,18.941474055308053,39.99998538759806,0.9479704626519728,NOMINAL,0.9999996346899516,0.0450000197267426,1.0,False,0.0156794425087108,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.26032994918937,0.014574785235266318,-0.0013851489442229692,-0.006005430701146608,3.7172660802458353,32.37850195750616,0.14827783973871206,2.913062093799753,0.015426493940331755,19.406603136134564,0.3298515151857632,94.3215139389838,0.794501240886625,-1.1141400019409379e-05
100.0,ASTRA-SC-01,EPS,32.21766407464118,2.9594482518389507,18.852655715535633,39.99998376370418,0.9477674684895426,NOMINAL,0.9999995940926044,0.0450000219189993,1.0,False,0.0174216027874564,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,95.3465096240314,-0.01605449127572456,0.004822082768230818,-0.008881833977241982,3.7172660802458353,32.36388033179116,0.14879313595010263,2.917279017257862,0.020243169754982086,19.356244279716478,0.3547083005519036,94.41469536489721,0.8146284791739021,1.0114888425428284e-05
110.0,ASTRA-SC-01,EPS,32.14164124187974,2.9393556665364917,18.689847965567857,39.999982139751545,0.9475644669724388,NOMINAL,0.9999995534937886,0.0450000241113354,1.0,False,0.019163763066202,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.47571531610221,-0.0076022832761438505,-0.0020092585302458944,-0.016280774996777582,3.7172660802458353,32.34536040763188,0.15570027589539542,2.919118738031081,0.0203260307585682,19.30071125353743,0.38908480360454123,94.41978036083096,0.7769174952717807,2.1361380201188764e-05
120.0,ASTRA-SC-01,EPS,32.34412611115273,2.8848842176539296,18.582325130760022,39.99998051574013,0.947361458099609,NOMINAL,0.9999995128935032,0.0450000263037508,1.0,False,0.0209059233449477,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,93.30905895187288,0.020248486927299324,-0.005447144888256217,-0.010752283480783475,3.7172660802458353,32.345265461748866,0.14907205789744607,2.916485313386685,0.02165346613166931,19.24545078255455,0.4224568118224968,94.33434025244956,0.8051092384374555,-8.02040875261395e-06
130.0,ASTRA-SC-01,EPS,32.340215239456185,2.937918781294041,18.555429164608537,39.99997889166994,0.947158441870001,NOMINAL,0.9999994722917483,0.0450000284962455,1.0,False,0.0226480836236933,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,95.01292574309008,-0.00039108716965472465,0.0053034563640111275,-0.0026895966151485595,0.0737419416342546,32.3449047315851,0.14323016021211477,2.9180162753800674,0.021578213492686252,19.196163524129837,0.4458145228070003,94.38281064463818,0.7945002102459441,0.00041527063856697423
140.0,ASTRA-SC-01,EPS,32.28790544734334,2.917631038702761,18.37134062414374,39.99997726754096,0.9469554182825608,NOMINAL,0.999999431688524,0.0450000306888197,1.0,False,0.024390243902439,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.20419510786888,-0.005230979211284392,-0.0020287742591279744,-0.018408854046479562,0.11210600784681417,32.34110477930232,0.13880246708667007,2.9179905929349137,0.020793524715718964,19.141175330797427,0.47948893544103477,94.37090294218689,0.7669873440174598,3.104827818051787e-05
150.0,ASTRA-SC-01,EPS,32.18860331575239,2.9146069344560823,18.396806354393437,39.99997564335318,0.946752387336234,NOMINAL,0.9999993910838296,0.0450000328814732,1.0,False,0.0261324041811846,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,93.81712643454796,-0.009930213159095303,-0.00030241042466787603,0.0025465730249695897,0.15047007405937374,32.32378079600237,0.14065023412531366,2.9176746356710392,0.020807456025370062,19.039190149644188,0.4629053107495097,94.31015801272143,0.7727206342279344,1.63560213217963e-05
160.0,ASTRA-SC-01,EPS,32.3587604122203,2.889161069732185,18.259113627973935,39.9999740191066,0.9465493490299648,NOMINAL,0.999999350477665,0.045000035074206,1.0,False,0.0278745644599303,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,93.48967084777787,0.017015709646791066,-0.0025445864723897317,-0.013769272641950181,0.1888341402719333,32.30738925539667,0.11810102159414147,2.9157806139673377,0.02207213203862861,18.93799749711388,0.4559519275996431,94.20104632819996,0.7647509525951489,-9.545570609328919e-06
170.0,ASTRA-SC-01,EPS,32.23952927760966,2.910574869939278,18.17272641437249,39.999972394801205,0.9463463033626968,NOMINAL,0.9999993098700302,0.0450000372670183,1.0,False,0.0296167247386759,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,93.83556373408229,-0.01192311346106365,0.0021413800207092937,-0.00863872136014443,0.22719820648449288,32.282999473124,0.08542158713682797,2.9139976443411646,0.02127372846234373,18.83884162198417,0.4493861642053538,94.07192364575498,0.632576305498097,1.3623164813828727e-05
180.0,ASTRA-SC-01,EPS,32.46675801341558,2.942233022209733,17.999687361319662,39.99997077043699,0.9461432503333728,NOMINAL,0.9999992692609248,0.04500003945991,1.0,False,0.0313588850174216,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,95.52476755116379,0.022722873580591597,0.0031658152270455098,-0.017303905305282898,0.26556227269705246,32.28540443274412,0.09024795303473102,2.9159274347520645,0.022483121151877786,18.735127571346734,0.45171487029938406,94.14158401963348,0.7306402376237735,-7.148586250356964e-06
190.0,ASTRA-SC-01,EPS,32.24889360116831,2.930566895784144,17.990202221363244,39.99996914601394,0.9459401899409344,NOMINAL,0.9999992286503484,0.0450000416528811,1.0,False,0.0331010452961672,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.50754001324897,-0.021786441224726616,-0.0011666126425589063,-0.0009485139956417754,0.303926338909612,32.276922420538995,0.08703430132395214,2.918968139977278,0.02103277323583847,18.641947632309257,0.4516012185463394,94.21517316421841,0.706192857272997,7.456119302142109e-06
200.0,ASTRA-SC-01,EPS,32.220071210991016,2.9205305308756273,17.78615477367609,39.99996752153206,0.9457371221843228,NOMINAL,0.9999991880383012,0.0450000438459317,1.0,False,0.0348432055749128,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.0997016786861,-0.0028822390177296597,-0.001003636490851667,-0.020404744768715587,0.34229040512217157,32.27552557125213,0.08781623122808627,2.9201554120285835,0.020547206291772195,18.535315638632266,0.4522930869379534,94.24937248987074,0.6857083399746813,5.636180317983526e-05
210.0,ASTRA-SC-01,EPS,32.10294488148041,2.940222152572626,17.809598748551274,39.99996589699132,0.9455340470624776,NOMINAL,0.999999147424783,0.0450000460390617,1.0,False,0.0365853658536585,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.3897897033467,-0.011712632951060443,0.0019691621696998674,0.002344397487518535,0.3806544713347312,32.270336603243244,0.09575528464544247,2.923170782942034,0.019899204513025175,18.433336357539883,0.42997204289425073,94.33115275736185,0.6165642584565079,1.3869987588511665e-05
220.0,ASTRA-SC-01,EPS,32.28316715696053,2.9440764655249714,17.66045135935703,39.99996427239173,0.9453309645743376,NOMINAL,0.9999991068097932,0.0450000482322711,1.0,False,0.0383275261324041,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,95.0441126594162,0.018022227548011926,0.00038543129523453955,-0.014914738919424408,0.4190185375472907,32.27006334043437,0.09570935866910407,2.9245010823250888,0.02062123405468959,18.33795612528337,0.43230516975390315,94.37329998092947,0.6434985830716563,-9.014421699686215e-06
230.0,ASTRA-SC-01,EPS,32.18933845392361,2.9315826575782222,17.620120770110923,39.99996264773328,0.9451278747188416,NOMINAL,0.999999066193332,0.04500005042556,1.0,False,0.0400696864111498,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.36570637043825,-0.009382870303691958,-0.0012493807946749147,-0.0040330589246107,0.4573826037598503,32.267188495026225,0.09754945600133648,2.9249346652570463,0.020702465384306347,18.245862285802794,0.4279660359904761,94.37884757899086,0.6430183277896659,1.7315154101360388e-05
240.0,ASTRA-SC-01,EPS,32.2864484652617,2.9553001549310443,17.31334668558253,39.99996102301595,0.9449247774949264,NOMINAL,0.9999990255753988,0.0450000526189284,1.0,False,0.0418118466898954,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,95.41614615156108,0.00971100113380885,0.0023717497352822026,-0.030677408452839217,0.4957466699724099,32.26107112688378,0.09285419175023274,2.9278728473086724,0.021720579148861403,18.137320461154427,0.4450648978976954,94.45590199248231,0.6949561722425723,-1.673068827198131e-05
250.0,ASTRA-SC-01,EPS,32.42367750692064,2.926411345752141,17.330763276812412,39.99995939823974,0.9447216729015284,NOMINAL,0.9999989849559936,0.0450000548123763,1.0,False,0.0435540069686411,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.88501772726106,0.013722904165894079,-0.002888880917890324,0.0017416591229881817,0.5341107361849694,32.27480535570241,0.10086548325932063,2.925670386902885,0.019887787275163892,18.035860965239543,0.44381287985504353,94.42513586603097,0.662153261345221,-1.183988600970299e-05
260.0,ASTRA-SC-01,EPS,32.304549189135294,2.8858050494520087,17.23637358598555,39.999957773404645,0.944518560937583,NOMINAL,0.999998944335116,0.0450000570059037,1.0,False,0.0452961672473867,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,93.22463117027742,-0.011912831778534638,-0.004060629630013235,-0.0094389690826862,0.572474802397529,32.28566588551944,0.09404276678436237,2.9221003457639196,0.02195468954662883,17.93896267326739,0.449461590662681,94.3417302563093,0.7305850389977451,1.3639369071482181e-05
270.0,ASTRA-SC-01,EPS,32.34615539151602,2.9539182696788067,17.123350198110735,39.99995614851065,0.9443154416020246,NOMINAL,0.9999989037127662,0.0450000591995106,1.0,False,0.0470383275261324,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,95.54789936486881,0.004160620238072709,0.0068113220226798,-0.011302338787481502,0.6108388686100886,32.285801170877,0.09413428690861454,2.9267026158989116,0.020801346519030303,17.84169767775744,0.4580721534229348,94.49098628384237,0.7332333704711789,-3.905412905179337e-05
280.0,ASTRA-SC-01,EPS,32.15675824337269,2.9151742377796612,17.097202523039638,39.99995452355775,0.944112314893787,NOMINAL,0.9999988630889436,0.045000061393197,1.0,False,0.048780487804878,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,93.74255320158883,-0.01893971481433283,-0.0038744031899145435,-0.002614767507109761,0.8165789676833597,32.27357070447143,0.09838158845506428,2.925186312997953,0.020754272807311746,17.744482568319516,0.4504537478961429,94.40629478107562,0.7419558120214466,8.579605960566222e-06
